91.94,88.815,0.9521438024060810
89.75,86.75,0.9571587276746930
88.75,85.065,0.9534806508367840
86.155,82.03,0.9664678685848590
84.875,81.5,0.9676372885038130
85.94,82.565,0.9673951425348660
99.375,96.345,0.9754944156042740
103.28,96.47,0.9618023912755630
105.375,101.155,0.9735983892487120
107.625,104.25,0.9814507316373980
105.25,101.75,0.9846276725648570
104.5,101.72,0.9860054566213870
105.5,101.72,0.9882105937528850
106.125,103.155,0.9891883760796960
107.94,105.69,0.9901171811095450
106.25,103.655,0.9908918742809730
107,104,0.9913801756613770
108.75,105.53,0.9923983921194380
110.94,108.53,0.9940283028145840
110.94,108.75,0.9946689515269380
114.22,107.75,0.9917313455559860
123,117,0.9912246592297800
121.75,118,0.9914766005027000
119.815,116,0.9905843446629170
120.315,118.5,0.9867768283384500
119.375,116.53,0.9800208355632590
118.19,116.25,0.9775868446129000
116.69,114.595,0.9818158252339090
115.345,110.875,0.9805269039354710
113,110.5,0.9794926025278210
118.315,110.72,0.9651664579178690
116.87,112.62,0.9607101819596180
116.75,114.19,0.9548369427331770
113.87,111.19,0.9472371147678250
114.62,109.44,0.9393874519173430
115.31,111.56,0.9262650699399830
116,112.44,0.9055359430253950
121.69,117.5,0.8917513099360840
119.87,116.06,0.8845363842595150
120.87,116.56,0.8780023472740510
116.75,113.31,0.8768594795208420
116.5,112.56,0.8847330319751160
116,114,0.8588444464269830
118.31,114.75,0.8540394922856320
121.5,118.87,0.8685071144796010
122,119,0.8867017785665350
121.44,119.75,0.9019536780962040
125.75,122.62,0.9351506214260950
127.75,123,0.9460614408106260
124.19,121.75,0.9487795387829030
124.44,121.56,0.9755185789962120
125.75,123.12,0.9781420983101290
124.69,122.19,0.9796746522636920
125.31,122.75,0.9800485956962120
132,124.37,0.9592735362917000
131.31,128,0.9629702197175760
132.25,129.5,0.9653515565441640
133.88,130.81,0.9722435637049560
133.5,130.63,0.9751999286917070
135.5,132.13,0.9793400350341120
137.44,133.88,0.9807373681199240
138.69,135.38,0.9820819629564370
